is_member,year,month,day,hour,recor_count
1,,06,Tuesday,10,14523
1,,06,Tuesday,11,16624
1,,06,Tuesday,12,21307
1,,06,Tuesday,13,21023
1,,06,Tuesday,14,19150
1,,06,Tuesday,15,23858
1,,06,Tuesday,16,43740
1,,06,Tuesday,17,65547
1,,06,Tuesday,18,45298
1,,06,Tuesday,19,32245
1,,06,Tuesday,20,25748
1,,06,Tuesday,21,21275
1,,06,Tuesday,22,15073
1,,06,Tuesday,23,10607
1,,06,Wednesday,00,6197
1,,06,Wednesday,01,2875
1,,06,Wednesday,02,1647
1,,06,Wednesday,03,1413
1,,06,Wednesday,04,894
1,,06,Wednesday,05,2462
1,,06,Wednesday,06,9459
1,,06,Wednesday,07,33460
1,,06,Wednesday,08,60628
1,,06,Wednesday,09,30733
1,,06,Wednesday,10,17559
1,,06,Wednesday,11,20495
1,,06,Wednesday,12,25812
1,,06,Wednesday,13,24829
1,,06,Wednesday,14,22558
1,,06,Wednesday,15,28613
1,,06,Wednesday,16,48508
1,,06,Wednesday,17,66727
1,,06,Wednesday,18,48000
1,,06,Wednesday,19,33717
1,,06,Wednesday,20,26747
1,,06,Wednesday,21,21544
1,,06,Wednesday,22,16829
1,,06,Wednesday,23,12269
1,,07,Friday,00,11066
1,,07,Friday,01,5709
1,,07,Friday,02,3212
1,,07,Friday,03,2553
1,,07,Friday,04,1341
1,,07,Friday,05,2537
1,,07,Friday,06,8761
1,,07,Friday,07,27682
1,,07,Friday,08,54992
1,,07,Friday,09,31571
1,,07,Friday,10,19025
1,,07,Friday,11,21941
1,,07,Friday,12,28440
1,,07,Friday,13,28526
1,,07,Friday,14,26567
1,,07,Friday,15,32608
1,,07,Friday,16,48481
1,,07,Friday,17,57100
1,,07,Friday,18,44178
1,,07,Friday,19,34091
1,,07,Friday,20,28010
1,,07,Friday,21,23364
1,,07,Friday,22,19739
1,,07,Friday,23,18652
1,,07,Monday,00,6911
1,,07,Monday,01,3565
1,,07,Monday,02,2096
1,,07,Monday,03,1678
1,,07,Monday,04,1154
1,,07,Monday,05,2449
1,,07,Monday,06,9226
1,,07,Monday,07,30991
1,,07,Monday,08,59813
1,,07,Monday,09,31363
1,,07,Monday,10,17154
1,,07,Monday,11,18494
1,,07,Monday,12,23269
1,,07,Monday,13,22648
1,,07,Monday,14,21624
1,,07,Monday,15,27740
1,,07,Monday,16,46793
1,,07,Monday,17,69984
1,,07,Monday,18,51291
1,,07,Monday,19,36652
1,,07,Monday,20,29220
1,,07,Monday,21,22246
1,,07,Monday,22,16394
1,,07,Monday,23,11843
1,,07,Saturday,00,15200
1,,07,Saturday,01,10150
1,,07,Saturday,02,7264
1,,07,Saturday,03,5908
1,,07,Saturday,04,2528
1,,07,Saturday,05,1660
1,,07,Saturday,06,2654
1,,07,Saturday,07,5048
1,,07,Saturday,08,9465
1,,07,Saturday,09,15230
1,,07,Saturday,10,19068
1,,07,Saturday,11,23094
1,,07,Saturday,12,25446
1,,07,Saturday,13,27186
1,,07,Saturday,14,28122
1,,07,Saturday,15,29894
1,,07,Saturday,16,30930
1,,07,Saturday,17,30720
1,,07,Saturday,18,28987
1,,07,Saturday,19,26138
1,,07,Saturday,20,23757
1,,07,Saturday,21,22924
1,,07,Saturday,22,19839
1,,07,Saturday,23,19477
1,,07,Sunday,00,15282
1,,07,Sunday,01,10432
1,,07,Sunday,02,7438
1,,07,Sunday,03,6085
1,,07,Sunday,04,2661
1,,07,Sunday,05,1601
1,,07,Sunday,06,2261
1,,07,Sunday,07,4067
1,,07,Sunday,08,7748
1,,07,Sunday,09,13222
1,,07,Sunday,10,18912
1,,07,Sunday,11,21994
1,,07,Sunday,12,24680
1,,07,Sunday,13,28460
1,,07,Sunday,14,31502
1,,07,Sunday,15,33116
1,,07,Sunday,16,32966
1,,07,Sunday,17,31815
1,,07,Sunday,18,29141
1,,07,Sunday,19,25117
1,,07,Sunday,20,21533
1,,07,Sunday,21,18905
1,,07,Sunday,22,15543
1,,07,Sunday,23,11729
1,,07,Thursday,00,8774
1,,07,Thursday,01,4011
1,,07,Thursday,02,2092
1,,07,Thursday,03,1760
1,,07,Thursday,04,1133
1,,07,Thursday,05,2639
1,,07,Thursday,06,9924
1,,07,Thursday,07,32185
1,,07,Thursday,08,60924
1,,07,Thursday,09,32946
1,,07,Thursday,10,17955
1,,07,Thursday,11,19586
1,,07,Thursday,12,24767
1,,07,Thursday,13,23777
1,,07,Thursday,14,22099
1,,07,Thursday,15,28933
1,,07,Thursday,16,49659
1,,07,Thursday,17,73616
1,,07,Thursday,18,54031
1,,07,Thursday,19,39022
1,,07,Thursday,20,32443
1,,07,Thursday,21,27027
1,,07,Thursday,22,21954
1,,07,Thursday,23,18043
1,,07,Tuesday,00,6828
1,,07,Tuesday,01,3093
1,,07,Tuesday,02,1694
1,,07,Tuesday,03,1358
1,,07,Tuesday,04,1012
1,,07,Tuesday,05,2640
1,,07,Tuesday,06,10737
1,,07,Tuesday,07,36135
1,,07,Tuesday,08,68106
1,,07,Tuesday,09,34493
1,,07,Tuesday,10,18502
1,,07,Tuesday,11,20522
1,,07,Tuesday,12,25534
1,,07,Tuesday,13,25527
1,,07,Tuesday,14,23369
1,,07,Tuesday,15,30095
1,,07,Tuesday,16,53192
1,,07,Tuesday,17,79644
1,,07,Tuesday,18,58452
1,,07,Tuesday,19,40670
1,,07,Tuesday,20,33199
1,,07,Tuesday,21,26795
1,,07,Tuesday,22,19969
1,,07,Tuesday,23,15143
1,,07,Wednesday,00,8531
1,,07,Wednesday,01,3918
1,,07,Wednesday,02,2096
1,,07,Wednesday,03,1583
1,,07,Wednesday,04,1061
1,,07,Wednesday,05,2819
1,,07,Wednesday,06,11063
1,,07,Wednesday,07,36114
1,,07,Wednesday,08,65584
1,,07,Wednesday,09,33608
1,,07,Wednesday,10,18638
1,,07,Wednesday,11,20642
1,,07,Wednesday,12,26063
1,,07,Wednesday,13,24960
1,,07,Wednesday,14,22864
1,,07,Wednesday,15,29515
1,,07,Wednesday,16,52304
1,,07,Wednesday,17,76450
1,,07,Wednesday,18,56382
1,,07,Wednesday,19,40214
1,,07,Wednesday,20,33696
1,,07,Wednesday,21,28544
1,,07,Wednesday,22,23376
1,,07,Wednesday,23,17581
1,,08,Friday,00,10038
1,,08,Friday,01,5128
1,,08,Friday,02,3121
1,,08,Friday,03,2421
1,,08,Friday,04,1401
1,,08,Friday,05,2427
1,,08,Friday,06,8725
1,,08,Friday,07,28334
1,,08,Friday,08,54165
1,,08,Friday,09,31744
1,,08,Friday,10,19100
1,,08,Friday,11,22346
1,,08,Friday,12,28421
1,,08,Friday,13,28471
1,,08,Friday,14,26296
1,,08,Friday,15,32449
1,,08,Friday,16,49390
1,,08,Friday,17,60570
1,,08,Friday,18,45989
1,,08,Friday,19,34809
1,,08,Friday,20,26462
1,,08,Friday,21,21109
1,,08,Friday,22,17639
1,,08,Friday,23,16682
1,,08,Monday,00,5733
1,,08,Monday,01,2772
1,,08,Monday,02,1711
1,,08,Monday,03,1486
1,,08,Monday,04,1079
1,,08,Monday,05,2349
1,,08,Monday,06,8572
1,,08,Monday,07,29994
1,,08,Monday,08,60510
1,,08,Monday,09,30742
1,,08,Monday,10,16677
1,,08,Monday,11,18628
1,,08,Monday,12,24017
1,,08,Monday,13,23229
1,,08,Monday,14,21734
1,,08,Monday,15,27727
1,,08,Monday,16,49265
1,,08,Monday,17,75063
1,,08,Monday,18,51635
1,,08,Monday,19,33464
1,,08,Monday,20,24859
1,,08,Monday,21,18607
1,,08,Monday,22,13694
1,,08,Monday,23,9500
1,,08,Saturday,00,13302
1,,08,Saturday,01,9320
1,,08,Saturday,02,6782
1,,08,Saturday,03,5829
1,,08,Saturday,04,2458
1,,08,Saturday,05,1777
1,,08,Saturday,06,2638
1,,08,Saturday,07,5415
1,,08,Saturday,08,10361
1,,08,Saturday,09,15609
1,,08,Saturday,10,20022
1,,08,Saturday,11,23794
1,,08,Saturday,12,25810
1,,08,Saturday,13,27227
1,,08,Saturday,14,29255
1,,08,Saturday,15,31075
1,,08,Saturday,16,31830
1,,08,Saturday,17,30167
1,,08,Saturday,18,27599
1,,08,Saturday,19,24020
1,,08,Saturday,20,20051
1,,08,Saturday,21,17137
1,,08,Saturday,22,15585
1,,08,Saturday,23,15343
1,,08,Sunday,00,12100
1,,08,Sunday,01,9027
1,,08,Sunday,02,6236
1,,08,Sunday,03,5559
1,,08,Sunday,04,2318
1,,08,Sunday,05,1566
1,,08,Sunday,06,2233
1,,08,Sunday,07,3993
1,,08,Sunday,08,7408
1,,08,Sunday,09,12584
1,,08,Sunday,10,17943
1,,08,Sunday,11,22148
1,,08,Sunday,12,25089
1,,08,Sunday,13,27271
1,,08,Sunday,14,28838
1,,08,Sunday,15,30737
1,,08,Sunday,16,30938
1,,08,Sunday,17,28686
1,,08,Sunday,18,25865
1,,08,Sunday,19,21909
1,,08,Sunday,20,18534
1,,08,Sunday,21,15323
1,,08,Sunday,22,12332
1,,08,Sunday,23,9347
1,,08,Thursday,00,7714
1,,08,Thursday,01,3658
1,,08,Thursday,02,1977
1,,08,Thursday,03,1639
1,,08,Thursday,04,1142
1,,08,Thursday,05,2550
1,,08,Thursday,06,9697
1,,08,Thursday,07,33779
1,,08,Thursday,08,66953
1,,08,Thursday,09,36156
1,,08,Thursday,10,20275
1,,08,Thursday,11,22086
1,,08,Thursday,12,27264
1,,08,Thursday,13,25949
1,,08,Thursday,14,24106
1,,08,Thursday,15,30117
1,,08,Thursday,16,52830
1,,08,Thursday,17,78138
1,,08,Thursday,18,58837
1,,08,Thursday,19,41948
1,,08,Thursday,20,32616
1,,08,Thursday,21,25994
1,,08,Thursday,22,21486
1,,08,Thursday,23,16348
1,,08,Tuesday,00,5615
1,,08,Tuesday,01,2357
1,,08,Tuesday,02,1370
1,,08,Tuesday,03,1099
1,,08,Tuesday,04,895
1,,08,Tuesday,05,2421
1,,08,Tuesday,06,9732
1,,08,Tuesday,07,33248
1,,08,Tuesday,08,61937
1,,08,Tuesday,09,31653
1,,08,Tuesday,10,17947
1,,08,Tuesday,11,19681
1,,08,Tuesday,12,24741
1,,08,Tuesday,13,23705
1,,08,Tuesday,14,21670
1,,08,Tuesday,15,27554
1,,08,Tuesday,16,48735
1,,08,Tuesday,17,73825
1,,08,Tuesday,18,52744
1,,08,Tuesday,19,34713
1,,08,Tuesday,20,26688
1,,08,Tuesday,21,21596
1,,08,Tuesday,22,16296
1,,08,Tuesday,23,11299
1,,08,Wednesday,00,6982
1,,08,Wednesday,01,3152
1,,08,Wednesday,02,1747
1,,08,Wednesday,03,1439
1,,08,Wednesday,04,1016
1,,08,Wednesday,05,2619
1,,08,Wednesday,06,10098
1,,08,Wednesday,07,34031
1,,08,Wednesday,08,66751
1,,08,Wednesday,09,34097
1,,08,Wednesday,10,18343
1,,08,Wednesday,11,19681
1,,08,Wednesday,12,24638
1,,08,Wednesday,13,23132
1,,08,Wednesday,14,21953
1,,08,Wednesday,15,27131
1,,08,Wednesday,16,49044
1,,08,Wednesday,17,74285
1,,08,Wednesday,18,54472
1,,08,Wednesday,19,36312
1,,08,Wednesday,20,27505
1,,08,Wednesday,21,22860
1,,08,Wednesday,22,17784
1,,08,Wednesday,23,12654
1,,09,Friday,00,7521
1,,09,Friday,01,3923
1,,09,Friday,02,2397
1,,09,Friday,03,1825
1,,09,Friday,04,1039
1,,09,Friday,05,2240
1,,09,Friday,06,8258
1,,09,Friday,07,31486
1,,09,Friday,08,58081
1,,09,Friday,09,31958
1,,09,Friday,10,18455
1,,09,Friday,11,22732
1,,09,Friday,12,27409
1,,09,Friday,13,27145
1,,09,Friday,14,25839
1,,09,Friday,15,33472
1,,09,Friday,16,51674
1,,09,Friday,17,63429
1,,09,Friday,18,45104
1,,09,Friday,19,32011
1,,09,Friday,20,22870
1,,09,Friday,21,19120
1,,09,Friday,22,16019
1,,09,Friday,23,14297
1,,09,Monday,00,4333
1,,09,Monday,01,2302
1,,09,Monday,02,1420
1,,09,Monday,03,1238
1,,09,Monday,04,823
1,,09,Monday,05,1873
1,,09,Monday,06,6758
1,,09,Monday,07,25748
1,,09,Monday,08,48428
1,,09,Monday,09,24582
1,,09,Monday,10,14567
1,,09,Monday,11,17813
1,,09,Monday,12,22175
1,,09,Monday,13,21285
1,,09,Monday,14,20651
1,,09,Monday,15,27014
1,,09,Monday,16,42897
1,,09,Monday,17,60923
1,,09,Monday,18,42820
1,,09,Monday,19,28313
1,,09,Monday,20,20057
1,,09,Monday,21,15942
1,,09,Monday,22,11468
1,,09,Monday,23,6862
1,,09,Saturday,00,12628
1,,09,Saturday,01,8975
1,,09,Saturday,02,6552
1,,09,Saturday,03,5212
1,,09,Saturday,04,2048
1,,09,Saturday,05,1518
1,,09,Saturday,06,2361
1,,09,Saturday,07,5264
1,,09,Saturday,08,10442
1,,09,Saturday,09,15543
1,,09,Saturday,10,17858
1,,09,Saturday,11,21987
1,,09,Saturday,12,24480
1,,09,Saturday,13,26091
1,,09,Saturday,14,27485
1,,09,Saturday,15,29237
1,,09,Saturday,16,29117
1,,09,Saturday,17,26477
1,,09,Saturday,18,24059
1,,09,Saturday,19,19919
1,,09,Saturday,20,15224
1,,09,Saturday,21,13201
1,,09,Saturday,22,12126
1,,09,Saturday,23,11409
1,,09,Sunday,00,10045
1,,09,Sunday,01,7597
1,,09,Sunday,02,5615
1,,09,Sunday,03,4804
1,,09,Sunday,04,2062
1,,09,Sunday,05,1416
1,,09,Sunday,06,2503
1,,09,Sunday,07,4228
1,,09,Sunday,08,7659
1,,09,Sunday,09,12495
1,,09,Sunday,10,17125
1,,09,Sunday,11,21055
1,,09,Sunday,12,23713
1,,09,Sunday,13,25522
1,,09,Sunday,14,27227
1,,09,Sunday,15,28984
1,,09,Sunday,16,29816
1,,09,Sunday,17,27322
1,,09,Sunday,18,23305
1,,09,Sunday,19,18032
1,,09,Sunday,20,13848
1,,09,Sunday,21,11577
1,,09,Sunday,22,9731
1,,09,Sunday,23,7128
1,,09,Thursday,00,5562
1,,09,Thursday,01,2559
1,,09,Thursday,02,1374
1,,09,Thursday,03,1025
1,,09,Thursday,04,732
1,,09,Thursday,05,2200
1,,09,Thursday,06,8699
1,,09,Thursday,07,33636
1,,09,Thursday,08,61956
1,,09,Thursday,09,31693
1,,09,Thursday,10,16512
1,,09,Thursday,11,19860
1,,09,Thursday,12,24270
1,,09,Thursday,13,23443
1,,09,Thursday,14,21634
1,,09,Thursday,15,27761
1,,09,Thursday,16,47130
1,,09,Thursday,17,68543
1,,09,Thursday,18,49857
1,,09,Thursday,19,34615
1,,09,Thursday,20,25731
1,,09,Thursday,21,20828
1,,09,Thursday,22,16359
1,,09,Thursday,23,11622
1,,09,Tuesday,00,3781
1,,09,Tuesday,01,1506
1,,09,Tuesday,02,888
1,,09,Tuesday,03,796
1,,09,Tuesday,04,608
1,,09,Tuesday,05,2263
1,,09,Tuesday,06,8895
1,,09,Tuesday,07,35261
1,,09,Tuesday,08,64530
1,,09,Tuesday,09,32027
1,,09,Tuesday,10,17029
1,,09,Tuesday,11,20155
1,,09,Tuesday,12,25138
1,,09,Tuesday,13,23196
1,,09,Tuesday,14,21446
1,,09,Tuesday,15,27719
1,,09,Tuesday,16,48337
1,,09,Tuesday,17,71781
1,,09,Tuesday,18,48711
1,,09,Tuesday,19,31744
1,,09,Tuesday,20,23370
1,,09,Tuesday,21,19646
1,,09,Tuesday,22,13978
1,,09,Tuesday,23,8772
1,,09,Wednesday,00,4990
1,,09,Wednesday,01,2169
1,,09,Wednesday,02,1189
1,,09,Wednesday,03,847
1,,09,Wednesday,04,663
1,,09,Wednesday,05,2091
1,,09,Wednesday,06,8394
1,,09,Wednesday,07,32880
1,,09,Wednesday,08,61820
1,,09,Wednesday,09,31939
1,,09,Wednesday,10,16762
1,,09,Wednesday,11,19831
1,,09,Wednesday,12,24675
1,,09,Wednesday,13,23010
1,,09,Wednesday,14,21247
1,,09,Wednesday,15,27497
1,,09,Wednesday,16,47285
1,,09,Wednesday,17,69736
1,,09,Wednesday,18,49178
1,,09,Wednesday,19,33300
1,,09,Wednesday,20,24785
1,,09,Wednesday,21,20619
1,,09,Wednesday,22,15005
1,,09,Wednesday,23,9717
1,,10,Friday,00,4762
1,,10,Friday,01,2545
1,,10,Friday,02,1436
1,,10,Friday,03,1159
1,,10,Friday,04,661
1,,10,Friday,05,1545
1,,10,Friday,06,5836
1,,10,Friday,07,21045
1,,10,Friday,08,42429
1,,10,Friday,09,24877
1,,10,Friday,10,13767
1,,10,Friday,11,16106
1,,10,Friday,12,19609
1,,10,Friday,13,19050
1,,10,Friday,14,18009
1,,10,Friday,15,23368
1,,10,Friday,16,36219
1,,10,Friday,17,44710
1,,10,Friday,18,30952
1,,10,Friday,19,20801
1,,10,Friday,20,14912
1,,10,Friday,21,12276
1,,10,Friday,22,10399
1,,10,Friday,23,8759
1,,10,Monday,00,3193
1,,10,Monday,01,1715
1,,10,Monday,02,1090
1,,10,Monday,03,977
1,,10,Monday,04,592
1,,10,Monday,05,1317
1,,10,Monday,06,5004
1,,10,Monday,07,17923
1,,10,Monday,08,37342
1,,10,Monday,09,21621
1,,10,Monday,10,12343
1,,10,Monday,11,13747
1,,10,Monday,12,16487
1,,10,Monday,13,16330
1,,10,Monday,14,15427
1,,10,Monday,15,19531
1,,10,Monday,16,31735
1,,10,Monday,17,44538
1,,10,Monday,18,29821
1,,10,Monday,19,19472
1,,10,Monday,20,14502
1,,10,Monday,21,11601
1,,10,Monday,22,8288
1,,10,Monday,23,5466
1,,10,Saturday,00,7951
1,,10,Saturday,01,5917
1,,10,Saturday,02,4399
1,,10,Saturday,03,3493
1,,10,Saturday,04,1361
1,,10,Saturday,05,1009
1,,10,Saturday,06,1682
1,,10,Saturday,07,3214
1,,10,Saturday,08,6837
1,,10,Saturday,09,10265
1,,10,Saturday,10,12043
1,,10,Saturday,11,14557
1,,10,Saturday,12,16327
1,,10,Saturday,13,17223
1,,10,Saturday,14,18367
1,,10,Saturday,15,19697
1,,10,Saturday,16,19876
1,,10,Saturday,17,17773
1,,10,Saturday,18,14502
1,,10,Saturday,19,11664
1,,10,Saturday,20,9037
1,,10,Saturday,21,7823
1,,10,Saturday,22,7507
1,,10,Saturday,23,6829
1,,10,Sunday,00,6398
1,,10,Sunday,01,5071
1,,10,Sunday,02,3819
1,,10,Sunday,03,3279
1,,10,Sunday,04,1414
1,,10,Sunday,05,891
1,,10,Sunday,06,1409
1,,10,Sunday,07,2376
1,,10,Sunday,08,4519
1,,10,Sunday,09,7510
1,,10,Sunday,10,10258
1,,10,Sunday,11,12379
1,,10,Sunday,12,14230
1,,10,Sunday,13,15784
1,,10,Sunday,14,17210
1,,10,Sunday,15,18036
1,,10,Sunday,16,18598
1,,10,Sunday,17,16952
1,,10,Sunday,18,13600
1,,10,Sunday,19,10304
1,,10,Sunday,20,7589
1,,10,Sunday,21,6548
1,,10,Sunday,22,5782
1,,10,Sunday,23,4570
1,,10,Thursday,00,4099
1,,10,Thursday,01,1776
1,,10,Thursday,02,918
1,,10,Thursday,03,694
1,,10,Thursday,04,562
1,,10,Thursday,05,1709
1,,10,Thursday,06,6399
1,,10,Thursday,07,23722
1,,10,Thursday,08,46870
1,,10,Thursday,09,25623
1,,10,Thursday,10,12557
1,,10,Thursday,11,14547
1,,10,Thursday,12,17130
1,,10,Thursday,13,16502
1,,10,Thursday,14,14759
1,,10,Thursday,15,19000
1,,10,Thursday,16,32100
1,,10,Thursday,17,46793
1,,10,Thursday,18,32421
1,,10,Thursday,19,21192
1,,10,Thursday,20,16235
1,,10,Thursday,21,13415
1,,10,Thursday,22,10906
1,,10,Thursday,23,7186
1,,10,Tuesday,00,3075
1,,10,Tuesday,01,1300
1,,10,Tuesday,02,640
1,,10,Tuesday,03,606
1,,10,Tuesday,04,535
1,,10,Tuesday,05,1678
1,,10,Tuesday,06,6970
1,,10,Tuesday,07,24914
1,,10,Tuesday,08,49478
1,,10,Tuesday,09,26764
1,,10,Tuesday,10,13735
1,,10,Tuesday,11,16000
1,,10,Tuesday,12,19177
1,,10,Tuesday,13,18002
1,,10,Tuesday,14,16440
1,,10,Tuesday,15,21152
1,,10,Tuesday,16,36308
1,,10,Tuesday,17,53181
1,,10,Tuesday,18,36241
1,,10,Tuesday,19,22431
1,,10,Tuesday,20,17463
1,,10,Tuesday,21,14750
1,,10,Tuesday,22,10782
1,,10,Tuesday,23,6736
1,,10,Wednesday,00,3786
1,,10,Wednesday,01,1712
1,,10,Wednesday,02,931
1,,10,Wednesday,03,735
1,,10,Wednesday,04,588
1,,10,Wednesday,05,1871
1,,10,Wednesday,06,7157
1,,10,Wednesday,07,25886
1,,10,Wednesday,08,50977
1,,10,Wednesday,09,28340
1,,10,Wednesday,10,14304
1,,10,Wednesday,11,16479
1,,10,Wednesday,12,20247
1,,10,Wednesday,13,18928
1,,10,Wednesday,14,17404
1,,10,Wednesday,15,22120
1,,10,Wednesday,16,37541
1,,10,Wednesday,17,55411
1,,10,Wednesday,18,37480
1,,10,Wednesday,19,23655
1,,10,Wednesday,20,17350
1,,10,Wednesday,21,14691
1,,10,Wednesday,22,11167
1,,10,Wednesday,23,6824
1,,11,Friday,00,1069
1,,11,Friday,01,607
1,,11,Friday,02,365
1,,11,Friday,03,244
1,,11,Friday,04,141
1,,11,Friday,05,330
1,,11,Friday,06,1322
1,,11,Friday,07,4668
1,,11,Friday,08,10439
1,,11,Friday,09,6294
1,,11,Friday,10,3388
1,,11,Friday,11,3908
1,,11,Friday,12,4205
1,,11,Friday,13,4197
1,,11,Friday,14,3927
1,,11,Friday,15,5105
1,,11,Friday,16,7854
1,,11,Friday,17,9250
1,,11,Friday,18,6470
1,,11,Friday,19,4188
1,,11,Friday,20,3061
1,,11,Friday,21,2451
1,,11,Friday,22,2056
1,,11,Friday,23,1829
1,,11,Monday,00,631
1,,11,Monday,01,282
1,,11,Monday,02,145
1,,11,Monday,03,127
1,,11,Monday,04,123
1,,11,Monday,05,379
1,,11,Monday,06,1553
1,,11,Monday,07,6030
1,,11,Monday,08,12070
1,,11,Monday,09,6545
1,,11,Monday,10,3185
1,,11,Monday,11,3654
1,,11,Monday,12,4523
1,,11,Monday,13,4380
1,,11,Monday,14,4036
1,,11,Monday,15,5055
1,,11,Monday,16,8692
1,,11,Monday,17,12185
1,,11,Monday,18,8182
1,,11,Monday,19,5223
1,,11,Monday,20,3714
1,,11,Monday,21,3033
1,,11,Monday,22,2049
1,,11,Monday,23,1247
1,,11,Saturday,00,1858
1,,11,Saturday,01,1433
1,,11,Saturday,02,1100
1,,11,Saturday,03,942
1,,11,Saturday,04,340
1,,11,Saturday,05,271
1,,11,Saturday,06,422
1,,11,Saturday,07,862
1,,11,Saturday,08,1907
1,,11,Saturday,09,2784
1,,11,Saturday,10,3211
1,,11,Saturday,11,3803
1,,11,Saturday,12,4278
1,,11,Saturday,13,4758
1,,11,Saturday,14,4914
1,,11,Saturday,15,4951
1,,11,Saturday,16,5027
1,,11,Saturday,17,4340
1,,11,Saturday,18,3691
1,,11,Saturday,19,2989
1,,11,Saturday,20,2297
1,,11,Saturday,21,1840
1,,11,Saturday,22,1820
1,,11,Saturday,23,1617
1,,11,Sunday,00,1600
1,,11,Sunday,01,1909
1,,11,Sunday,02,921
1,,11,Sunday,03,783
1,,11,Sunday,04,334
1,,11,Sunday,05,270
1,,11,Sunday,06,349
1,,11,Sunday,07,673
1,,11,Sunday,08,1326
1,,11,Sunday,09,2292
1,,11,Sunday,10,3171
1,,11,Sunday,11,3769
1,,11,Sunday,12,4473
1,,11,Sunday,13,4690
1,,11,Sunday,14,5030
1,,11,Sunday,15,5282
1,,11,Sunday,16,4966
1,,11,Sunday,17,4081
1,,11,Sunday,18,3198
1,,11,Sunday,19,2437
1,,11,Sunday,20,1956
1,,11,Sunday,21,1688
1,,11,Sunday,22,1508
1,,11,Sunday,23,1042
1,,11,Thursday,00,1135
1,,11,Thursday,01,485
1,,11,Thursday,02,280
1,,11,Thursday,03,230
1,,11,Thursday,04,153
1,,11,Thursday,05,459
1,,11,Thursday,06,1880
1,,11,Thursday,07,6543
1,,11,Thursday,08,13323
1,,11,Thursday,09,7501
1,,11,Thursday,10,3823
1,,11,Thursday,11,4255
1,,11,Thursday,12,5060
1,,11,Thursday,13,4655
1,,11,Thursday,14,4177
1,,11,Thursday,15,5271
1,,11,Thursday,16,8510
1,,11,Thursday,17,12022
1,,11,Thursday,18,8242
1,,11,Thursday,19,5532
1,,11,Thursday,20,4271
1,,11,Thursday,21,3408
1,,11,Thursday,22,2842
1,,11,Thursday,23,1770
1,,11,Tuesday,00,787
1,,11,Tuesday,01,325
1,,11,Tuesday,02,185
1,,11,Tuesday,03,184
1,,11,Tuesday,04,140
1,,11,Tuesday,05,431
1,,11,Tuesday,06,1882
1,,11,Tuesday,07,6757
1,,11,Tuesday,08,13405
1,,11,Tuesday,09,7344
1,,11,Tuesday,10,3729
1,,11,Tuesday,11,4461
1,,11,Tuesday,12,5240
1,,11,Tuesday,13,5048
1,,11,Tuesday,14,4562
1,,11,Tuesday,15,5875
1,,11,Tuesday,16,9884
1,,11,Tuesday,17,13847
1,,11,Tuesday,18,9170
1,,11,Tuesday,19,6000
1,,11,Tuesday,20,4409
1,,11,Tuesday,21,3795
1,,11,Tuesday,22,2829
1,,11,Tuesday,23,1659
1,,11,Wednesday,00,1074
1,,11,Wednesday,01,546
1,,11,Wednesday,02,288
1,,11,Wednesday,03,230
1,,11,Wednesday,04,152
1,,11,Wednesday,05,500
1,,11,Wednesday,06,1900
1,,11,Wednesday,07,6807
1,,11,Wednesday,08,14189
1,,11,Wednesday,09,7825
1,,11,Wednesday,10,4077
1,,11,Wednesday,11,4553
1,,11,Wednesday,12,5615
1,,11,Wednesday,13,5516
1,,11,Wednesday,14,4838
1,,11,Wednesday,15,6137
1,,11,Wednesday,16,9817
1,,11,Wednesday,17,14307
1,,11,Wednesday,18,9587
1,,11,Wednesday,19,6258
1,,11,Wednesday,20,4470
1,,11,Wednesday,21,3872
1,,11,Wednesday,22,2869
1,,11,Wednesday,23,1782
